0.1	7.64E-04	0.00000374834
0.25	0.000358348	0.00000132291
0.5	3.48E-04	0.00000123786
1	3.82E-04	1.26E-06
2	4.24E-04	1.29E-06
4	4.71E-04	1.37E-06
10	5.16E-04	1.44E-06
20	5.41E-04	1.51E-06
30	5.53E-04	1.49E-06
40	5.57E-04	1.53E-06
50	5.60E-04	1.53E-06
60	5.63E-04	1.55E-06
70	5.65E-04	1.55E-06
80	5.68E-04	1.53E-06
90	5.68E-04	1.55E-06
100	5.68E-04	1.54E-06
