-3.14747	-4.00368	10	0.47145	2.9411	3.64039	-1	
-4.68532	-0.629242	10	1.37326	2.20254	4.53109	-1	
1.61933	2.48311	10	0.40359	2.36268	5.68927	1	
2.48314	-4.64007	10	2.29752	3.00587	0.0222177	1	
-3.6863	1.61069	10	2.17957	2.8948	0.962327	1	
0.668025	-0.86357	10	4.08089	2.33934	3.03972	-1	
-2.76176	-0.574914	10	4.05556	2.41924	2.43517	-1	
-0.939116	-3.89051	10	3.53297	2.59379	0.735212	-1	
-3.22812	-4.90255	10	0.246123	2.48406	2.70235	1	
4.04403	3.94989	10	1.09591	2.97075	2.98876	1	
4.21068	4.60704	10	1.58285	2.6652	4.78917	1	
0.966049	0.597252	10	0.628697	2.32268	2.33606	1	
-0.136453	0.985181	10	3.08635	2.87995	3.7493	-1	
4.17003	3.02858	10	1.50065	2.27721	3.22025	-1	
4.27776	2.54112	10	1.14345	2.64607	0.98044	1	
-2.00117	3.25876	10	2.95898	2.74952	1.89495	-1	
2.89886	1.65065	10	0.371153	2.81905	2.15593	1	
3.02993	-1.40994	10	0.65926	2.59208	2.70999	-1	
-1.99617	-3.01155	10	1.24797	2.81595	0.310342	-1	
-4.65513	2.93803	10	2.04263	2.37304	2.96896	-1	
-0.913832	-4.88032	10	0.92535	2.32205	1.32126	1	
2.90218	-3.80581	10	0.910263	2.19861	2.22703	1	
1.13123	-3.71086	10	1.76771	2.5061	2.11478	-1	
-0.519974	-2.97628	10	2.76242	2.92288	0.0490263	1	
4.50658	1.79653	10	11.7939	2.80107	3.3008	1	
-3.1596	1.54564	10	1.58359	2.33244	4.03672	-1	
-4.80279	-3.9882	10	1.30145	2.93913	1.32839	1	
3.64699	-0.941614	10	1.51782	2.39679	6.05956	1	
3.17727	0.741457	10	2.44195	2.49429	4.58658	1	
-2.64556	0.303699	10	2.72281	2.82331	4.2176	-1	
-4.50383	-1.53311	10	2.04767	2.70926	2.48047	-1	
4.07695	-4.87182	10	3.87667	2.37535	0.455991	-1	
-0.0507449	-1.05132	10	1.0679	2.36902	4.74242	-1	
3.72495	0.631995	10	4.1843	2.76978	3.57964	1	
1.76904	2.90667	10	2.06485	2.7136	2.76451	1	
2.99574	3.08759	10	7.98149	2.45752	5.2096	-1	
-3.36564	3.6918	10	1.0624	2.12827	4.51174	1	
3.7593	0.763495	10	6.81697	2.59395	1.1056	1	
-2.34702	-2.27883	10	5.83812	2.67586	1.95275	-1	
4.70096	4.36505	10	2.505	2.72325	3.61601	-1	
-1.54869	4.78905	10	1.41481	2.46689	2.52781	1	
2.14091	0.0344652	10	1.72578	3.10378	5.98635	1	
-3.17636	1.05142	10	0.522272	2.36412	0.563064	1	
4.52282	2.11284	10	0.772595	2.98452	4.66625	1	
-0.810185	-0.658293	10	1.61036	2.13579	2.0695	1	
2.8255	-2.89178	10	0.542524	2.80025	6.2507	-1	
-1.49488	-1.71032	10	11.8238	2.56975	2.40637	1	
-4.24451	1.3127	10	1.60882	3.05018	0.248188	1	
0.0730306	3.0723	10	0.0519227	2.41178	2.90948	-1	
2.03674	-1.9805	10	0.726936	2.90222	5.03171	-1	
-3.48935	4.78643	10	2.93883	3.04196	4.2865	1	
3.75257	4.39336	10	0.74968	3.02306	0.649333	1	
0.451178	3.87977	10	4.40738	2.38754	4.89815	-1	
0.950818	4.76556	10	2.69481	2.99208	4.41727	1	
-2.6334	-1.29133	10	1.14305	2.80154	0.817576	1	
-0.0990494	-3.14866	10	5.10332	2.49625	1.31278	1	
-2.96964	-2.24795	10	0.644388	2.34367	2.4635	1	
-3.30548	4.60874	10	0.645296	2.37525	5.35403	1	
3.63889	-3.11013	10	1.50961	2.30439	3.09052	-1	
3.54568	1.99694	10	2.29772	2.21405	2.89898	1	
1.18313	-1.8728	10	31.349	2.45589	2.52542	1	
3.24096	-3.58074	10	0.438218	2.20681	3.91542	-1	
1.73913	-3.33831	10	3.90324	2.35347	4.71508	1	
3.73123	0.714232	10	1.50499	2.6805	0.760551	1	
2.91205	1.31335	10	1.73623	2.13623	1.69506	1	
1.98792	0.86139	10	0.756296	2.53174	5.14796	1	
4.56031	-1.5767	10	3.06358	2.23981	5.14886	1	
-0.493882	2.65089	10	1.44404	2.14819	0.724759	-1	
2.40595	-3.01635	10	3.84616	2.55696	0.0244311	1	
0.127129	4.17115	10	1.25519	2.58775	4.37577	-1	
-3.65478	-3.24151	10	1.28068	2.26162	4.18934	-1	
4.78251	-3.15299	10	14.1194	2.97621	6.22822	-1	
1.12149	-2.4559	10	2.6163	2.72533	0.816148	1	
1.27206	-1.46951	10	11.1899	2.61891	2.52357	1	
-3.32697	-1.71717	10	1.52066	2.61269	1.9793	-1	
1.72799	-2.61932	10	0.946935	2.8987	4.39045	-1	
-1.77361	-0.00276827	10	3.70974	2.60724	3.00204	1	
2.0804	-2.46117	10	2.5729	2.76291	2.52434	-1	
-2.43222	4.30683	10	1.72613	2.90198	0.373142	-1	
-3.56058	-4.01583	10	7.14891	2.57074	0.854113	1	
-2.84336	2.10157	10	12.502	2.18625	4.61254	-1	
-1.17043	-4.59696	10	4.16171	3.02309	5.34095	1	
0.472742	-3.59318	10	3.73584	2.73967	3.59959	1	
-4.29258	0.870827	10	10.6974	2.32139	1.00877	1	
-2.95645	-3.61033	10	1.80257	1.92591	1.13844	-1	
-2.69542	-2.34349	10	1.63594	2.825	4.95347	1	
-3.67552	-3.98723	10	0.420696	2.73056	0.909504	1	
4.78197	-2.4798	10	2.56201	2.44588	0.510816	1	
-0.33177	-4.39229	10	10.1542	2.36862	0.0765749	-1	
1.32854	-1.88326	10	1.27917	2.09306	1.70543	1	
2.65901	-3.50331	10	5.96838	2.47893	2.0745	-1	
2.60191	-0.776277	10	0.541774	2.93744	3.2635	1	
1.43569	-1.01354	10	1.12635	2.79505	3.91822	1	
-1.85917	-0.302133	10	0.549081	2.64104	1.0739	1	
-0.370662	0.40368	10	2.0626	2.54683	5.09022	-1	
-2.752	4.26571	10	2.40836	2.74945	2.7608	1	
0.723712	-4.21079	10	0.319671	3.05911	1.37058	1	
4.62125	2.78499	10	0.169897	2.8802	1.4489	1	
2.84814	4.40522	10	6.34141	2.46747	5.98516	1	
-3.18087	-2.45604	10	2.46975	2.63209	4.18284	-1	
