-3.209453	-1.992201	0.000000	1.353825	2.850015	0.742797	1.000000
-3.809851	-1.555045	0.000000	1.577195	3.005834	3.816894	1.000000
0.159847	3.642346	0.000000	0.988097	2.690208	0.065288	1.000000
-1.516424	2.970682	0.000000	3.731816	2.541802	4.758629	1.000000
3.359982	-2.979074	0.000000	2.246719	2.682850	5.310504	1.000000
1.907815	-4.097347	0.000000	2.995512	1.990105	2.338992	-1.000000
4.746749	-0.284323	0.000000	2.448381	2.518543	5.763603	1.000000
2.198074	-2.054974	0.000000	6.658497	2.621921	6.150075	-1.000000
2.946158	-0.265834	0.000000	0.647361	2.502573	4.419301	-1.000000
4.717179	-4.977711	0.000000	0.663655	2.231424	3.218483	-1.000000
-0.687120	3.647535	0.000000	1.971284	2.755740	4.430757	1.000000
-1.674706	0.982323	0.000000	0.509345	2.823889	4.514267	1.000000
2.289436	2.319966	0.000000	20.030622	2.206009	5.255907	-1.000000
4.764337	-1.893649	0.000000	2.634561	2.296378	0.939249	-1.000000
3.391574	-3.035588	0.000000	1.144184	2.653781	0.414250	-1.000000
-2.064298	-4.439982	0.000000	9.021011	2.970381	4.362728	-1.000000
-2.143556	3.409595	0.000000	7.874097	2.908277	1.677842	-1.000000
3.203359	-4.258767	0.000000	5.287782	2.297194	0.901949	1.000000
4.254779	-2.612994	0.000000	0.481597	2.376826	2.613539	-1.000000
-1.093966	3.785357	0.000000	3.109941	1.894915	3.211953	1.000000
4.525168	3.345014	0.000000	0.896999	2.644538	3.167378	1.000000
2.081250	-1.387514	0.000000	0.931780	2.899541	0.718157	1.000000
-0.781010	4.130552	0.000000	11.842344	1.818347	0.862251	1.000000
4.138537	-3.191967	0.000000	5.202110	2.555680	3.503978	1.000000
-2.857908	-1.384557	0.000000	6.493699	2.538645	0.290613	-1.000000
-2.277838	3.417817	0.000000	0.285436	2.458759	0.242324	1.000000
-3.818104	3.316192	0.000000	4.794397	3.002757	5.319542	1.000000
-3.704090	4.324758	0.000000	2.237186	2.636276	5.710103	1.000000
-4.288843	-0.441646	0.000000	0.560157	2.849809	2.794241	-1.000000
1.768951	-0.185946	0.000000	12.463427	2.355603	3.286512	1.000000
1.100151	4.449040	0.000000	6.352498	2.458597	5.184649	-1.000000
0.731121	4.093740	0.000000	0.108302	2.605007	4.727819	-1.000000
-3.944261	-1.529419	0.000000	0.792394	2.697011	3.162785	1.000000
3.681875	-2.918240	0.000000	0.445314	2.424173	4.862501	1.000000
-2.865574	3.969190	0.000000	1.829264	2.840911	0.030765	-1.000000
3.063427	1.340488	0.000000	11.430431	2.789459	2.288436	-1.000000
-1.957006	-3.838378	0.000000	1.702361	2.900495	4.170433	1.000000
4.820652	3.135429	0.000000	1.932213	2.557092	1.921727	1.000000
4.045526	-2.960959	0.000000	0.541668	2.781882	3.964045	1.000000
-2.441788	3.810069	0.000000	0.418114	2.648572	3.591945	-1.000000
-3.651551	-0.254040	0.000000	7.918255	3.103737	0.790763	-1.000000
4.865157	-1.462136	0.000000	2.622697	2.583101	3.246469	1.000000
-4.740763	0.183880	0.000000	1.452663	2.597586	5.990294	-1.000000
3.235414	4.750539	0.000000	4.547069	2.311725	0.136454	1.000000
-4.857712	3.091345	0.000000	7.456814	2.546517	1.010223	-1.000000
2.507564	3.791383	0.000000	1.139573	2.436385	3.082643	-1.000000
-0.659255	-1.761339	0.000000	2.973176	2.526722	5.905662	1.000000
2.319713	3.442367	0.000000	0.561332	2.200322	1.459943	1.000000
-0.014830	-2.110409	0.000000	1.741377	2.542849	0.616623	1.000000
-4.207530	0.016513	0.000000	19.269501	2.047524	1.668949	1.000000
-2.430906	-0.505377	0.000000	4.238917	2.326241	3.660247	-1.000000
-0.214505	4.832236	0.000000	0.850512	2.389182	2.733886	-1.000000
0.410407	0.678141	0.000000	30.519090	2.348282	0.994186	1.000000
4.799909	-0.328345	0.000000	8.171046	2.283872	5.393787	-1.000000
-2.290372	4.150917	0.000000	1.323903	2.237203	2.454890	1.000000
-3.134459	0.581028	0.000000	0.432220	2.756623	5.021449	1.000000
2.137791	-3.298275	0.000000	3.128189	2.391028	4.772378	-1.000000
-3.854729	-1.292770	0.000000	9.415332	3.025685	3.898866	1.000000
-1.838149	-2.631693	0.000000	1.073358	2.579672	5.897540	-1.000000
3.692459	2.362261	0.000000	8.763863	2.791602	3.997016	1.000000
-1.836735	-0.454814	0.000000	1.556902	2.069434	1.512448	1.000000
-2.062618	-0.434310	0.000000	3.264459	2.428116	3.608907	-1.000000
0.050935	2.865981	0.000000	1.715529	3.025909	3.140342	-1.000000
4.796088	3.790830	0.000000	5.058025	2.548516	5.327108	-1.000000
